transport_,new_source,new_destination
iterator_v2: 175,vertica_writer.mobile.mytarget_campaign_reports,vertica_writer.dm_maker_sandbox.mytarget_cost_per_session_
iterator_v2: 762,vertica_writer.public.ticket_history,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 1478,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.etg_team_snapshot
iterator_v2: 246,vertica_writer.ppc.yandex_banner,vertica_writer.dm_maker_sandbox.session_sem_type
iterator_v2: 838,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.booking_smearing_session_weight
iterator_v2: 852,vertica_writer.crm.timesheet,vertica_writer.dm_maker_sandbox.ops_costs_front_office_final
iterator_v2: 1461,vertica_writer.crm.partners_partnercontract_agency_chains,vertica_writer.dm_maker_sandbox.override_price_modificator
iterator_v2: 1559,vertica_writer.ostrota.orders_orderhotcorerate,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 201,vertica_writer.weblogs2.hc_block,vertica_writer.dm_maker_sandbox.sessions_doubleclick
iterator_v2: 1435,vertica_writer.ostrota.fidelity_fidelityaccount,vertica_writer.dm_maker_sandbox.kpis_revenue_multichannel_v3
iterator_v2: 847,vertica_writer.hotcore.request_otahotel,vertica_writer.dm_maker_sandbox.b2b_api_hotel_page_request_v4
iterator_v2: 879,vertica_writer.partners.avia_orderitem,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop
iterator_v2: 747,vertica_writer.asterisk.cdr_channels,vertica_writer.dm_maker_sandbox.precheck_cost_model_action_log
iterator_v2: 497,vertica_writer.partners.partners_profile,vertica_writer.dm_maker_sandbox.hotelpage_show_dashboard_v3
iterator_v2: 1189,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.discrepancy_tool_v7
iterator_v2: 590,vertica_writer.dm_maker_sandbox.session_channel_level,vertica_writer.analytics.booking_channels_v3
iterator_v2: 515,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.fidelity_transactions_economics
iterator_v2: 1520,vertica_writer.crm.chats_chatdepartment,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1279,vertica_writer.partners.partners_manager,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v2
iterator_v2: 1229,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_check_duplicates
iterator_v2: 808,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.ops_costs_incident_prevention_action_log_history
iterator_v2: 1341,vertica_writer.analytics.uids,vertica_writer.dm_maker_sandbox.yandex_direct_fnbc
iterator_v2: 853,vertica_writer.ostrota.payment_paymentlog,vertica_writer.dm_maker_sandbox.payota_b2c_v2
iterator_v2: 731,vertica_writer.diadmin.marketing_costsource,vertica_writer.analytics.cost_b2b
iterator_v2: 1178,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.discrepancy_tool_v3
iterator_v2: 1144,vertica_writer.abcore.ab_group_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1512,vertica_writer.hotcore.hotel_bans_source_tags,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds_dashboard
iterator_v2: 1487,vertica_writer.extranet.hotels_hoteltype,vertica_writer.analytics.incidents_prototype_table
iterator_v2: 840,vertica_writer.hotcore.request_otahotel,vertica_writer.dm_maker_sandbox.hotcore_request_for_partners_pricing
iterator_v2: 871,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 286,vertica_writer.static.brand_name,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 512,vertica_writer.ostrota.fidelity_fidelitysegmenttarget,vertica_writer.dm_maker_sandbox.fidelity_transactions_economics
iterator_v2: 48,vertica_writer.public.region,vertica_writer.analytics.kpis_attribution
iterator_v2: 1374,vertica_writer.dimensions.session_channel_level,vertica_writer.analytics.cost_marketing
iterator_v1: 15,vertica_writer.hotcore.metarates2,vertica_writer.analytics.rna_comparison
iterator_v1: 68,vertica_writer.public.booking,vertica_writer.analytics.orderitem_payment_error
iterator_v1: 119,vertica_writer.ppc.yandex_sessions_cost,vertica_writer.fortemp.cpc_cost
iterator_v2: 501,vertica_writer.partners.partners_profile,vertica_writer.analytics.visa_suspicious_orders
iterator_v2: 1177,vertica_writer.v_catalog.tables,vertica_writer.monitoring.dwh_object_meta_data
iterator_v2: 109,vertica_writer.v_catalog.tables,vertica_writer.dm_maker_sandbox.table_request
iterator_v2: 478,vertica_writer.public.session_v2,vertica_writer.dm_maker_sandbox.blog_sessions
iterator_v2: 1489,vertica_writer.hotcore.hotel_bans_country_ids,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 1136,vertica_writer.hotcore.hotconf_supplier_feed,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1034,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.extranet_availability_metric_v3
iterator_v2: 689,vertica_writer.partners.cis_partners_brand_defectors,vertica_writer.dm_maker_sandbox.booking_pbs_brand
iterator_v2: 585,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_adunit
iterator_v2: 1024,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.direct_acquisition_prioritization_snapshot
iterator_v2: 1163,vertica_writer.analytics.otahotel,vertica_writer.analytics.cost_marketing
iterator_v2: 341,vertica_writer.metasearch.report_tripadvisor_click_cost_daily,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1420,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v12
iterator_v2: 705,vertica_writer.static.domain,vertica_writer.analytics.order_shipping_type
iterator_v2: 1253,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.blog_article_economics_v2
iterator_v2: 60,vertica_writer.dimensions.session_channel,vertica_writer.analytics.kpis_attribution_normalized
iterator_v2: 209,vertica_writer.content.content_ng_partitioned_en,vertica_writer.dm_maker_sandbox.hotel_gallery
iterator_v2: 859,vertica_writer.crm.tpp,vertica_writer.dm_maker_sandbox.b2b_contracts
iterator_v2: 1283,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.session_multichannel_v4
iterator_v2: 339,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1388,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v10
iterator_v2: 1144,vertica_writer.asterisk.cdr_channels_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1376,vertica_writer.static.smearing_channels_excluded,vertica_writer.dm_maker_sandbox.attribution_proportion_smearing_test
iterator_v2: 888,vertica_writer.mobile.facebook_reports,vertica_writer.analytics.cost_marketing
iterator_v2: 1489,vertica_writer.hotcore.hotel_bans_booking_windows,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 785,vertica_writer.dm_maker_sandbox.order_session,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v6
iterator_v2: 453,vertica_writer.hotcore.bar_rates,vertica_writer.dm_maker_sandbox.bar_rates_coverage
iterator_v2: 684,vertica_writer.analytics.rate_abnormally_by_country,vertica_writer.dm_maker_sandbox.booking_base_v2
iterator_v2: 193,vertica_writer.mailota.mail_mailhistory,vertica_writer.dm_maker_sandbox.mailota
iterator_v2: 1567,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.search_destination_v4
iterator_v2: 563,vertica_writer.public.booking_channels_smeared_history,vertica_writer.dm_maker_sandbox.booking_channels
iterator_v2: 1144,vertica_writer.abcore.ab_group,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1577,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.b2b_managers_financial_metrics
iterator_v2: 223,vertica_writer.weblogs2.sessions_sem_parsed_from,vertica_writer.dm_maker_sandbox.sem_type_v1
iterator_v1: 66,vertica_writer.weblogs2.hc_event,vertica_writer.analytics.media_reports_agg
iterator_v2: 1197,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.cost_processing_partner_modifier_v2
iterator_v1: 90,vertica_writer.analytics.payment_log,vertica_writer.analytics.order_failed_step
iterator_v2: 1338,vertica_writer.google_spreadsheet.supply_priority_tool_priority_tool_partners_data,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v2
iterator_v2: 990,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.session_channel_level_v3
iterator_v2: 1584,vertica_writer.payota.user_credit_card,vertica_writer.dm_maker_sandbox.serp_analytics_mart_v2
iterator_v2: 1163,vertica_writer.metasearch.reports_trivago_performance_daily,vertica_writer.analytics.cost_marketing
iterator_v2: 853,vertica_writer.payota.payment,vertica_writer.dm_maker_sandbox.payota_b2c_v2
iterator_v2: 252,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.booking_channels_not_paid_locale_normal
iterator_v2: 439,vertica_writer.rnd.content_quality_metrics,vertica_writer.rnd.source_incidents_tpp
iterator_v2: 321,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 104,vertica_writer.public.ticket,vertica_writer.dm_maker_sandbox.users_bookings
iterator_v2: 1200,vertica_writer.partners.order_metaorder,vertica_writer.analytics.cost_processing_partner_modifier
iterator_v2: 1470,vertica_writer.crm.crm_asterisk_attachedcall,vertica_writer.dm_maker_sandbox.opscost_front_calls
iterator_v2: 215,vertica_writer.content.content_otahotel,vertica_writer.dm_maker_sandbox.metasearch_costs_old
iterator_v2: 778,vertica_writer.weblogs.webusers_is_office,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v2
iterator_v2: 1654,vertica_writer.crm.supply_supply,vertica_writer.dm_maker_sandbox.apart_fraud_RnA
iterator_v2: 517,vertica_writer.media.report_clicktripz_daily,vertica_writer.dm_maker_sandbox.ctz_sessions_revenue
iterator_v2: 1211,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v7
iterator_v2: 1046,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v3
iterator_v2: 1654,vertica_writer.extranet.hotels_hotel,vertica_writer.dm_maker_sandbox.apart_fraud_RnA
iterator_v2: 1290,vertica_writer.analytics.currency_history,vertica_writer.actualize.order_original_hotcore_rate
iterator_v2: 1539,vertica_writer.analytics.stat_crm_hotel_priority_data_history,vertica_writer.dm_maker_sandbox.extranet_inventory_events_v3
iterator_v2: 331,vertica_writer.analytics.order_item_taxes,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1120,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.dm_maker_sandbox.external_db_supplier_visits
iterator_v2: 1100,vertica_writer.analytics.cancellation_model_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1252,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v14
iterator_v2: 1249,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.b2b_product_tab_v2
iterator_v2: 287,vertica_writer.metasearch.tripadvisor_cpa_markets,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 640,vertica_writer.metasearch.reports_wego_zenhotels_daily,vertica_writer.analytics.cost_cpc
iterator_v2: 297,vertica_writer.weblogs2.branch_postback,vertica_writer.dm_maker_sandbox.google_uac
iterator_v2: 1139,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 461,vertica_writer.partners.order_metaorder,vertica_writer.analytics.b2b_partner_portrait
iterator_v2: 1250,vertica_writer.analytics.dc_resource_acquisitions,vertica_writer.dm_maker_sandbox.dc_query_requests
iterator_v2: 1201,vertica_writer.analytics.se,vertica_writer.dm_maker_sandbox.serch_destination_v4
iterator_v2: 1511,vertica_writer.hotcore.hotel_bans_source_tags,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 624,vertica_writer.diadmin.marketing_costsource,vertica_writer.analytics.cost_plan
iterator_v2: 681,vertica_writer.intranet.ostrovok_users_history,vertica_writer.analytics.agent_team_history
iterator_v2: 1289,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.antifraud_too_many_cards
iterator_v1: 69,vertica_writer.public.orderlog,vertica_writer.analytics.orderitem_orderlog_error
iterator_v2: 1579,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.attribution_proportion_smearing
iterator_v2: 839,vertica_writer.dm_maker_sandbox.ops_costs_incident_resolution_calls_to_ticket_data,vertica_writer.dm_maker_sandbox.ops_costs_incident_resolution_action_log
iterator_v2: 1474,vertica_writer.ostrota.orders_orderitem,vertica_writer.analytics.order_side_attribute
iterator_v2: 449,vertica_writer.mailota.mail_mailhookopened,vertica_writer.dm_maker_sandbox.mail_history
iterator_v2: 806,vertica_writer.dm_maker_sandbox.order_session,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v8
iterator_v2: 584,vertica_writer.google_spreadsheet.ws_actual_payments_payments,vertica_writer.analytics.tpp_payments
iterator_v2: 1213,vertica_writer.partners.b2b_b2bordergroup,vertica_writer.analytics.upsell
iterator_v2: 1009,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.b2b_market_dashboard
iterator_v2: 1124,vertica_writer.payota.user_credit_card_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 854,vertica_writer.hotcore.suppliers_connection,vertica_writer.dm_maker_sandbox.tpp_feed_status
iterator_v2: 545,vertica_writer.partners.partners_contractdata,vertica_writer.analytics.b2b_partner
iterator_v2: 653,vertica_writer.metasearch_sandbox.iso_mapping,vertica_writer.dm_maker_sandbox.cost_cpc
iterator_v2: 486,vertica_writer.ostrota.fidelity_fidelitysegmentaccount,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 461,vertica_writer.partners.partners_manager,vertica_writer.analytics.b2b_partner_portrait
iterator_v2: 1286,vertica_writer.partners.payment_payotapaymentorder,vertica_writer.dm_maker_sandbox.too_many_cards
iterator_v2: 480,vertica_writer.ostrota.fidelity_fidelityaccount,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 1191,vertica_writer.partners.partners_segmentation_property,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v1
iterator_v2: 218,vertica_writer.mailota.mail_mailhookclicked,vertica_writer.dm_maker_sandbox.mail_history_temporary
iterator_v2: 1144,vertica_writer.abcore.ab_experiment,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 950,vertica_writer.public.booking,vertica_writer.analytics.cost_marketing
iterator_v2: 373,vertica_writer.metasearch.taxation,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 737,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.cost_processing_partner_modifier
iterator_v2: 1326,vertica_writer.payota.payment,vertica_writer.analytics.crm_generate_tickets
iterator_v2: 1099,vertica_writer.hotcore.hotel_bans_ota_chain_ids,vertica_writer.dm_maker_sandbox.supplier_why_not_selling_dashboard_data
iterator_v2: 1291,vertica_writer.payota.user_credit_card,vertica_writer.dm_maker_sandbox.antifraud_too_many_cards
iterator_v2: 1204,vertica_writer.static.booking_channel_source,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 682,vertica_writer.ostrota.orders_orderitem,vertica_writer.actualize.order_original_hotcore_rate
iterator_v2: 785,vertica_writer.ostrota.orders_order,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v6
iterator_v2: 801,vertica_writer.analytics_sandbox.partners_pricing_contract_to_group_map_20201201,vertica_writer.dm_maker_sandbox.bandit_iterator
iterator_v2: 1147,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v2
iterator_v2: 1195,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels_test
iterator_v2: 598,vertica_writer.static.domain,vertica_writer.dm_maker_sandbox.booking_channels_v4
iterator_v2: 1042,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.extranet_availability_metric_serp
iterator_v2: 1326,vertica_writer.crm.tickets_ticket,vertica_writer.analytics.crm_generate_tickets
iterator_v2: 290,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1227,vertica_writer.crm.leads_lead,vertica_writer.analytics.lead_ranking
iterator_v2: 981,vertica_writer.analytics.calendar,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v2
iterator_v2: 1374,vertica_writer.ppc.yandex_sessions_cost_before_20180101,vertica_writer.analytics.cost_marketing
iterator_v2: 1420,vertica_writer.ostrota.auth_user,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v12
iterator_v2: 1138,vertica_writer.dadmin.reports_commonpixellog_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 817,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.booking_session_smearing
